record_id,redcap_event_name,information_timestamp,consent,subject_id_quest,information_complete,nfc_timestamp,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nfc_07,nfc_08,nfc_09,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_complete,bis_11_timestamp,bis11_01,bis11_02,bis11_03,bis11_04,bis11_05,bis11_06,bis11_07,bis11_08,bis11_09,bis11_10,bis11_11,bis11_12,bis11_13,bis11_14,bis11_15,bis11_16,bis11_17,bis11_18,bis11_19,bis11_20,bis11_21,bis11_22,bis11_23,bis11_24,bis11_25,bis11_26,bis11_27,bis11_28,bis11_29,bis11_30,bis_11_complete,bscs_timestamp,bscs_1,bscs_2,bscs_3,bscs_4,bscs_5,bscs_6,bscs_7,bscs_8,bscs_9,bscs_10,bscs_11,bscs_12,bscs_13,bscs_complete,srs_timestamp,srs_01,srs_02,srs_03,srs_04,srs_05,srs_06,srs_07,srs_08,srs_09,srs_10,srs_complete,erq_timestamp,erq_01,erq_02,erq_03,erq_04,erq_05,erq_06,erq_07,erq_08,erq_09,erq_10,erq_complete,who5_timestamp,who5_1,who5_2,who5_3,who5_4,who5_5,who5_complete,cdrisc_timestamp,risc_01,risc_04,risc_06,risc_07,risc_08,risc_11,risc_14,risc_16,risc_17,risc_19,cdrisc_complete,acs_timestamp,acs_01,acs_02,acs_03,acs_04,acs_05,acs_06,acs_07,acs_08,acs_09,acs_10,acs_11,acs_12,acs_13,acs_14,acs_15,acs_16,acs_17,acs_18,acs_19,acs_20,acs_complete,flexer_timestamp,flexer_01,flexer_02,flexer_03,flexer_04,flexer_05,flexer_06,flexer_07,flexer_08,flexer_09,flexer_10,flexer_complete,lay_beliefs_timestamp,layb_01,layb_02,layb_03,layb_04,lay_beliefs_complete,appointment_timestamp,appointment_complete,subject_id_lab,vl,date,preparatory_coged_complete,general_questions_timestamp,age,gender,edu,state,general_questions_complete,inclusion,inclusion_0___1,inclusion_0___2,inclusion_0_2,researcher_questions_complete,nasatlx_aversion_timestamp,nasa_tlx_1,nasa_tlx_2,nasa_tlx_3,nasa_tlx_4,nasa_tlx_5,nasa_tlx_6,avers,nasatlx_aversion_complete,nasatlx_aversion2_timestamp,nasa_tlx_1b,nasa_tlx_2b,nasa_tlx_3b,nasa_tlx_4b,nasa_tlx_5b,nasa_tlx_6b,aversb,nasatlx_aversion2_complete,nasatlx_aversion3_timestamp,nasa_tlx_1c,nasa_tlx_2c,nasa_tlx_3c,nasa_tlx_4c,nasa_tlx_5c,nasa_tlx_6c,aversc,nasatlx_aversion3_complete,nasatlx_aversion4_timestamp,nasa_tlx_1d,nasa_tlx_2d,nasa_tlx_3d,nasa_tlx_4d,nasa_tlx_5d,nasa_tlx_6d,aversd,nasatlx_aversion4_complete,followup_coged_timestamp,followup_adherence,followup_motivation,followup_motivation_other,followup_coged_complete,t1_psychopy_ed_csv,t1_psychopy_nback_csv,t1_psychopy_randch_log,t1_session_notes,files_coged_complete,record_id_2,vl_er,date_er,preparatory_ered_complete,emg_eeg,emg_vhdr,emg_vmrk,er_psychopy_csv,ed_psychopy_csv,t2_session_notes,files_ered_complete,followup_ered_timestamp,nachb_01,nachb_01_inhalt,nachb_02,nachb_02_inhalt,nachb_03,nachb_07,nachb_07_inhalt,nachb_08,nachb_08_inhalt,nachb_08_haeufig,nachb_08_zurueck,followup_ered_complete
6_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,3,3,3,3,3,3,3,2,,0,4,,2,,,,[Edit: This is a dummy data set where we tried the split of the NASA-TLX questionnaires],0,,,,,,,,,,,,,,,,,,,,,,,,
7,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,0,0,,0,23.08.2022 14:08,7,7,7,7,7,7,7,2,23.08.2022 14:08,2,2,2,2,2,2,2,2,23.08.2022 14:08,3,3,3,3,3,3,3,2,23.08.2022 14:08,4,4,4,4,4,4,4,2,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,0,0,,0,,7,7,7,7,7,7,7,2,,2,2,2,2,2,2,2,2,,3,3,3,3,3,3,3,2,,4,4,4,4,4,4,4,2,,,,,0,,,,[Edit: This is a dummy data set where we tried the split of the NASA-TLX questionnaires],0,,,,,,,,,,,,,,,,,,,,,,,,
8,t1_questionnaires_arm_1,23.08.2022 09:40,1,G27R09,2,23.08.2022 09:42,2,1,2,-2,1,-2,-1,0,-2,0,-2,-2,0,-2,-2,-2,2,23.08.2022 09:43,3,2,2,3,2,2,3,2,3,3,1,3,3,2,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,23.08.2022 09:44,2,2,4,1,4,2,4,4,4,2,4,4,4,2,23.08.2022 09:47,3,3,3,3,2,3,2,3,2,3,2,23.08.2022 09:49,1,6,5,2,5,6,5,5,7,5,2,23.08.2022 09:49,4,4,4,4,4,2,23.08.2022 09:50,6,3,5,2,3,4,3,2,3,2,2,23.08.2022 09:51,1,2,2,3,4,2,2,3,3,3,2,1,3,3,2,2,3,2,2,2,2,23.08.2022 09:53,2,3,3,2,2,2,3,4,4,1,2,23.08.2022 09:53,2,5,2,5,2,23.08.2022 09:54,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G27R09,JZ,31.08.2022,2,31.08.2022 12:02,29,2,3,0,2,1,0,0,,2,31.08.2022 12:14,4,1,1,15,3,4,11,2,31.08.2022 12:23,17,3,12,11,15,13,8,2,31.08.2022 12:32,19,3,4,7,17,14,6,2,31.08.2022 12:40,18,3,4,9,17,4,5,2,31.08.2022 12:50,1,2,,2,G27R09_t1_ED.csv,G27R09_t1_nback.csv,G27R09_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,,
8,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G27R09,JZ,07.09.2022,2,G27R09.eeg,G27R09.vhdr,G27R09.vmrk,G27R09_t2_ER.csv,G27R09_t2_ED.csv,,2,07.09.2022 12:39,1,Kleinste gesichtsbewegungen bemerkt,1,,Fiel mir am einfachsten ,0,,0,,,,2
8_final,t1_questionnaires_arm_1,,1,G27R09,2,,2,1,2,-2,1,-2,-1,0,-2,0,-2,-2,0,-2,-2,-2,2,,3,2,2,3,2,2,3,2,3,3,1,3,3,2,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,,2,2,4,1,4,2,4,4,4,2,4,4,4,2,,3,3,3,3,2,3,2,3,2,3,2,,1,6,5,2,5,6,5,5,7,5,2,,4,4,4,4,4,2,,6,3,5,2,3,4,3,2,3,2,2,,1,2,2,3,4,2,2,3,3,3,2,1,3,3,2,2,3,2,2,2,2,,2,3,3,2,2,2,3,4,4,1,2,,2,5,2,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G27R09,JZ,,2,,29,2,3,0,2,1,0,0,,2,,4,1,1,15,3,4,11,2,,17,3,12,11,15,13,8,2,,19,3,4,7,17,14,6,2,,18,3,4,9,17,4,5,2,,1,2,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
8_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G27R09,JZ,,2,,,,,,,2,,1,Noticed the smallest facial movements.,1,,Found it easiest.,0,,0,,,,2
9,t1_questionnaires_arm_1,23.08.2022 09:41,1,G26N02,2,23.08.2022 09:45,-1,1,-1,-1,3,1,-1,-1,-1,2,-1,1,-2,-3,1,1,2,23.08.2022 09:48,2,1,2,2,1,2,3,2,2,3,2,2,3,2,1,1,2,1,2,1,1,3,2,1,2,2,1,2,2,4,2,23.08.2022 09:51,3,4,3,2,3,4,5,2,3,3,3,3,2,2,23.08.2022 09:52,3,3,2,3,2,3,2,3,2,3,2,23.08.2022 09:54,5,2,5,1,2,3,5,2,5,5,2,23.08.2022 09:55,4,4,2,1,1,2,23.08.2022 09:56,6,4,3,2,5,6,3,5,4,4,2,23.08.2022 09:58,2,2,3,1,1,4,2,3,2,3,2,4,2,2,4,3,3,2,2,3,2,23.08.2022 10:14,3,3,3,2,2,2,3,3,2,2,2,23.08.2022 10:18,3,3,2,4,2,23.08.2022 10:18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G26N02,JZ,02.09.2022,2,02.09.2022 14:40,27,2,3,0,2,1,0,0,,2,02.09.2022 14:53,7,3,5,18,5,3,1,2,02.09.2022 15:03,14,6,4,13,8,7,3,2,02.09.2022 15:12,15,6,5,9,16,12,5,2,02.09.2022 15:21,18,6,5,7,17,17,7,2,02.09.2022 15:32,1,3,,2,G26N02_t1_ED.csv,G26N02_t1_nback.csv,G26N02_t1_randomchoice.csv,Probandin ist schwanger,2,,,,,,,,,,,,,,,,,,,,,,,,
9,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G26N02,JZ,09.09.2022,2,G26N02.eeg,G26N02.vhdr,G26N02.vmrk,G26N02_t2_ER.csv,G26N02_t2_ED.csv,,2,09.09.2022 15:24,0,,1,,Am wenigsten Anstrengung im Vergleich zu den anderen auswählbaren Strategien,0,,0,,,,2
9_final,t1_questionnaires_arm_1,,1,G26N02,2,,-1,1,-1,-1,3,1,-1,-1,-1,2,-1,1,-2,-3,1,1,2,,2,1,2,2,1,2,3,2,2,3,2,2,3,2,1,1,2,1,2,1,1,3,2,1,2,2,1,2,2,4,2,,3,4,3,2,3,4,5,2,3,3,3,3,2,2,,3,3,2,3,2,3,2,3,2,3,2,,5,2,5,1,2,3,5,2,5,5,2,,4,4,2,1,1,2,,6,4,3,2,5,6,3,5,4,4,2,,2,2,3,1,1,4,2,3,2,3,2,4,2,2,4,3,3,2,2,3,2,,3,3,3,2,2,2,3,3,2,2,2,,3,3,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G26N02,JZ,,2,,27,2,3,0,2,1,0,0,,2,,7,3,5,18,5,3,1,2,,14,6,4,13,8,7,3,2,,15,6,5,9,16,12,5,2,,18,6,5,7,17,17,7,2,,1,3,,2,,,,Participant is pregnant,2,,,,,,,,,,,,,,,,,,,,,,,,
9_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G26N02,JZ,,2,,,,,,,2,,0,,1,,The least effort compared to the other strategies.,0,,0,,,,2
10,t1_questionnaires_arm_1,23.08.2022 09:48,1,H10K03,2,23.08.2022 09:50,3,2,-1,-2,3,0,-1,-1,-1,-1,-1,-2,1,-1,-1,-1,2,23.08.2022 09:52,3,2,3,2,2,4,3,3,3,3,2,4,3,2,4,1,2,2,3,3,1,2,2,2,1,3,2,2,2,3,2,23.08.2022 09:54,3,4,4,4,4,3,4,3,3,4,4,4,2,2,23.08.2022 09:55,3,2,3,3,2,2,3,2,2,3,2,23.08.2022 09:57,6,5,5,3,5,5,5,6,6,5,2,23.08.2022 09:57,4,2,4,2,5,2,23.08.2022 09:58,5,4,3,4,5,5,5,3,5,5,2,23.08.2022 10:00,2,3,2,2,2,2,2,3,2,3,1,3,2,2,2,2,3,2,3,2,2,23.08.2022 10:03,2,4,3,2,2,2,3,2,2,2,2,23.08.2022 10:06,2,3,3,5,2,23.08.2022 10:07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H10K03,JZ,21.09.2022,2,21.09.2022 10:38,20,2,3,0,2,1,0,0,,2,21.09.2022 10:50,4,2,3,15,6,3,9,2,21.09.2022 11:00,7,2,4,16,8,3,4,2,21.09.2022 11:10,9,2,7,14,9,4,6,2,21.09.2022 11:20,12,2,7,11,12,6,9,2,21.09.2022 11:30,1,2,,2,H10K03_t1_ED.csv,H10K03_t1_nback.csv,H10K03_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,,
10,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H10K03,JZ,28.09.2022,2,H10K03.eeg,H10K03.vhdr,H10K03.vmrk,H10K03_t2_ER.csv,H10K03_t2_ED.csv,,2,28.09.2022 11:19,0,,1,,Weil ich mich nicht auf die Bilder konzentrieren wollte,0,,0,,,,2
10_final,t1_questionnaires_arm_1,,1,H10K03,2,,3,2,-1,-2,3,0,-1,-1,-1,-1,-1,-2,1,-1,-1,-1,2,,3,2,3,2,2,4,3,3,3,3,2,4,3,2,4,1,2,2,3,3,1,2,2,2,1,3,2,2,2,3,2,,3,4,4,4,4,3,4,3,3,4,4,4,2,2,,3,2,3,3,2,2,3,2,2,3,2,,6,5,5,3,5,5,5,6,6,5,2,,4,2,4,2,5,2,,5,4,3,4,5,5,5,3,5,5,2,,2,3,2,2,2,2,2,3,2,3,1,3,2,2,2,2,3,2,3,2,2,,2,4,3,2,2,2,3,2,2,2,2,,2,3,3,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H10K03,JZ,,2,,20,2,3,0,2,1,0,0,,2,,4,2,3,15,6,3,9,2,,7,2,4,16,8,3,4,2,,9,2,7,14,9,4,6,2,,12,2,7,11,12,6,9,2,,1,2,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
10_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H10K03,JZ,,2,,,,,,,2,,0,,1,,I did not want to concentrate on the pictures.,0,,0,,,,2
11,t1_questionnaires_arm_1,25.08.2022 11:40,1,L15G05,2,25.08.2022 11:41,2,0,0,-1,2,0,0,-1,-1,2,0,-1,1,0,-1,-1,2,25.08.2022 11:44,3,1,1,1,2,2,1,4,3,4,3,3,2,2,2,1,1,2,2,3,1,1,3,2,1,3,2,2,2,3,2,25.08.2022 11:46,3,3,4,2,2,4,3,3,4,3,3,3,2,2,25.08.2022 11:47,3,3,2,3,3,2,3,2,3,3,2,25.08.2022 11:50,5,6,5,2,5,6,4,4,6,4,2,25.08.2022 11:51,2,2,2,2,1,2,25.08.2022 11:52,4,3,4,5,4,5,5,3,2,2,2,25.08.2022 11:54,3,2,2,2,2,3,2,3,2,2,2,4,3,1,4,3,2,2,2,2,2,25.08.2022 11:57,3,3,3,3,3,3,2,4,3,2,2,25.08.2022 11:58,3,2,3,2,2,25.08.2022 12:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15G05,JZ,01.09.2022,2,01.09.2022 09:04,20,2,3,0,2,1,0,0,,2,01.09.2022 09:16,10,2,1,11,5,2,1,2,01.09.2022 09:26,14,2,7,9,9,3,2,2,01.09.2022 09:36,18,2,15,10,18,6,3,2,01.09.2022 09:45,20,2,17,3,20,12,8,2,01.09.2022 09:57,1,5,Ich wollte die sicherere Variante wählen ,2,L15G05_t1_ED.csv,L15G05_t1_nback.csv,L15G05_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,,
11,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15G05,JZ,08.09.2022,2,L15G05.eeg,L15G05.vhdr,L15G05.vmrk,L15G05_t2_ER.csv,L15G05_t2_ED.csv,,2,08.09.2022 09:49,0,,1,,"Das war für mich die angenehmste Strategie, dass ich keine Emotionen nach außen zeige. ",0,,0,,,,2
11_final,t1_questionnaires_arm_1,,1,L15G05,2,,2,0,0,-1,2,0,0,-1,-1,2,0,-1,1,0,-1,-1,2,,3,1,1,1,2,2,1,4,3,4,3,3,2,2,2,1,1,2,2,3,1,1,3,2,1,3,2,2,2,3,2,,3,3,4,2,2,4,3,3,4,3,3,3,2,2,,3,3,2,3,3,2,3,2,3,3,2,,5,6,5,2,5,6,4,4,6,4,2,,2,2,2,2,1,2,,4,3,4,5,4,5,5,3,2,2,2,,3,2,2,2,2,3,2,3,2,2,2,4,3,1,4,3,2,2,2,2,2,,3,3,3,3,3,3,2,4,3,2,2,,3,2,3,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15G05,JZ,,2,,20,2,3,0,2,1,0,0,,2,,10,2,1,11,5,2,1,2,,14,2,7,9,9,3,2,2,,18,2,15,10,18,6,3,2,,20,2,17,3,20,12,8,2,,1,5,I wanted to do the safe version.,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
11_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15G05,JZ,,2,,,,,,,2,,0,,1,,It was the most comfortable strategy for me to not show emotions to an outsider.,0,,0,,,,2
12,t1_questionnaires_arm_1,26.08.2022 10:42,1,W08E03,2,26.08.2022 10:43,2,1,3,-2,3,-1,-1,-2,-2,-2,-3,-3,1,2,-3,-2,2,26.08.2022 10:45,4,1,1,3,1,2,4,3,4,3,1,4,4,2,3,1,2,1,2,4,1,2,2,1,1,2,1,2,2,4,2,26.08.2022 10:46,4,2,5,1,2,4,1,5,4,1,5,3,1,2,26.08.2022 10:47,4,3,3,4,2,4,2,4,1,4,2,26.08.2022 10:48,5,1,7,1,6,2,7,5,2,4,2,26.08.2022 10:49,4,4,4,4,4,2,26.08.2022 10:49,6,7,7,7,6,7,6,7,7,7,2,26.08.2022 10:51,2,1,1,2,3,2,2,2,3,2,2,1,4,3,2,1,3,3,2,2,2,26.08.2022 10:53,1,2,2,1,1,1,3,3,1,1,2,26.08.2022 10:53,3,3,3,4,2,26.08.2022 10:54,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08E03,JZ,02.09.2022,2,02.09.2022 10:28,26,2,3,0,2,1,0,0,,2,02.09.2022 10:41,7,2,5,18,7,2,6,2,02.09.2022 10:49,7,2,4,13,9,3,5,2,02.09.2022 10:58,17,5,5,6,12,7,8,2,02.09.2022 11:07,18,3,6,3,17,7,8,2,02.09.2022 11:16,1,2,,2,W08E03_t1_ED.csv,W08E03_t1_nback.csv,W08E03_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,,
12,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08E03,JZ,09.09.2022,2,W08E03.eeg,W08E03.vhdr,W08E03.vmrk,W08E03_t2_ER.csv,W08E03_t2_ED.csv,,2,09.09.2022 11:28,0,,1,,Die Strategie anschauen war kognitiv leichter für mich zu bewältigen als die anderen Strategien und gleichzeitig die bei mir erfolgreichste.,0,,1,"Die Paradigmen aus beiden Sessions kenne ich vom Studium, habe aber noch nie an einem Experiment mit Emotionsregulation teilgenommen.",0,0,2
12_final,t1_questionnaires_arm_1,,1,W08E03,2,,2,1,3,-2,3,-1,-1,-2,-2,-2,-3,-3,1,2,-3,-2,2,,4,1,1,3,1,2,4,3,4,3,1,4,4,2,3,1,2,1,2,4,1,2,2,1,1,2,1,2,2,4,2,,4,2,5,1,2,4,1,5,4,1,5,3,1,2,,4,3,3,4,2,4,2,4,1,4,2,,5,1,7,1,6,2,7,5,2,4,2,,4,4,4,4,4,2,,6,7,7,7,6,7,6,7,7,7,2,,2,1,1,2,3,2,2,2,3,2,2,1,4,3,2,1,3,3,2,2,2,,1,2,2,1,1,1,3,3,1,1,2,,3,3,3,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
