record_id,redcap_event_name,consent,subject_id_quest,information_complete,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nfc_07,nfc_08,nfc_09,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_complete,bis11_01,bis11_02,bis11_03,bis11_04,bis11_05,bis11_06,bis11_07,bis11_08,bis11_09,bis11_10,bis11_11,bis11_12,bis11_13,bis11_14,bis11_15,bis11_16,bis11_17,bis11_18,bis11_19,bis11_20,bis11_21,bis11_22,bis11_23,bis11_24,bis11_25,bis11_26,bis11_27,bis11_28,bis11_29,bis11_30,bis_11_complete,bscs_1,bscs_2,bscs_3,bscs_4,bscs_5,bscs_6,bscs_7,bscs_8,bscs_9,bscs_10,bscs_11,bscs_12,bscs_13,bscs_complete,srs_01,srs_02,srs_03,srs_04,srs_05,srs_06,srs_07,srs_08,srs_09,srs_10,srs_complete,erq_01,erq_02,erq_03,erq_04,erq_05,erq_06,erq_07,erq_08,erq_09,erq_10,erq_complete,who5_1,who5_2,who5_3,who5_4,who5_5,who5_complete,risc_01,risc_04,risc_06,risc_07,risc_08,risc_11,risc_14,risc_16,risc_17,risc_19,cdrisc_complete,acs_01,acs_02,acs_03,acs_04,acs_05,acs_06,acs_07,acs_08,acs_09,acs_10,acs_11,acs_12,acs_13,acs_14,acs_15,acs_16,acs_17,acs_18,acs_19,acs_20,acs_complete,flexer_01,flexer_02,flexer_03,flexer_04,flexer_05,flexer_06,flexer_07,flexer_08,flexer_09,flexer_10,flexer_complete,layb_01,layb_02,layb_03,layb_04,lay_beliefs_complete,appointment_complete,subject_id_lab,vl,date,preparatory_coged_complete,age,gender,edu,state,general_questions_complete,inclusion,inclusion_0___1,inclusion_0___2,inclusion_0_2,researcher_questions_complete,nasa_tlx_1,nasa_tlx_2,nasa_tlx_3,nasa_tlx_4,nasa_tlx_5,nasa_tlx_6,avers,nasatlx_aversion_complete,nasa_tlx_1b,nasa_tlx_2b,nasa_tlx_3b,nasa_tlx_4b,nasa_tlx_5b,nasa_tlx_6b,aversb,nasatlx_aversion2_complete,nasa_tlx_1c,nasa_tlx_2c,nasa_tlx_3c,nasa_tlx_4c,nasa_tlx_5c,nasa_tlx_6c,aversc,nasatlx_aversion3_complete,nasa_tlx_1d,nasa_tlx_2d,nasa_tlx_3d,nasa_tlx_4d,nasa_tlx_5d,nasa_tlx_6d,aversd,nasatlx_aversion4_complete,followup_adherence,followup_motivation,followup_motivation_other,followup_coged_complete,t1_psychopy_ed_csv,t1_psychopy_nback_csv,t1_psychopy_randch_log,t1_session_notes,files_coged_complete,record_id_2,vl_er,date_er,preparatory_ered_complete,emg_eeg,emg_vhdr,emg_vmrk,er_psychopy_csv,ed_psychopy_csv,t2_session_notes,files_ered_complete,nachb_01,nachb_01_inhalt,nachb_02,nachb_02_inhalt,nachb_03,nachb_07,nachb_07_inhalt,nachb_08,nachb_08_inhalt,nachb_08_haeufig,nachb_08_zurueck,followup_ered_complete
14_final,t1_questionnaires_arm_1,1,F12E07,2,1,2,2,-2,3,-3,-3,1,-2,-3,-2,-3,1,-1,-1,-1,2,4,1,4,1,2,4,4,2,2,2,2,4,1,2,4,1,2,1,3,3,3,3,2,3,1,2,1,1,2,4,2,3,4,4,3,3,4,4,5,4,2,5,1,3,2,3,2,2,3,2,3,1,2,2,3,2,7,7,7,7,7,6,2,2,7,2,2,1,1,1,2,0,2,6,4,3,5,6,6,7,1,5,5,2,3,2,2,1,2,4,2,2,3,3,1,1,3,4,3,1,2,2,2,1,2,1,2,1,2,1,1,3,1,1,1,2,5,3,5,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F12E07,JZ,02.09.2022,2,20,2,3,0,2,1,0,0,,2,1,1,14,7,2,5,1,2,6,1,7,11,6,2,1,2,13,1,11,8,11,3,3,2,17,1,13,3,12,8,5,2,1,3,,2,F17E07_t1_ED.csv,F17E07_t1_nback.csv,F17E07_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
14_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F12E07,JZ,09.09.2022,2,F12E07.eeg,F12E07.vhdr,F12E07.vmrk,F12E07_t2_ER.csv,F12E07_t2_ED.csv,,2,0,,1,,Because it is my strategy in daily life,,,,,,,
15_final,t1_questionnaires_arm_1,1,D06E02,2,1,-1,-1,-2,2,1,-1,2,-1,-1,2,2,-2,-1,-2,-2,2,4,2,1,2,1,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,3,2,2,3,2,4,1,4,2,4,1,3,2,2,3,2,2,2,2,3,3,3,3,3,2,2,3,2,6,5,6,3,5,5,5,5,5,5,2,4,4,2,3,3,2,6,5,5,3,6,5,5,2,5,4,2,2,2,2,3,2,2,2,3,2,2,3,4,2,2,3,3,2,2,1,1,2,3,1,2,3,2,2,2,2,2,2,2,3,5,2,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16_final,t1_questionnaires_arm_1,1,M13I01,2,3,2,2,-3,3,-3,-3,-3,-3,-2,-3,-3,3,1,-3,-3,2,2,4,2,3,2,4,1,2,2,3,4,4,2,4,4,3,4,1,3,4,1,3,3,2,1,3,3,4,2,2,2,4,4,3,5,5,2,2,3,3,2,4,4,4,2,2,2,4,4,3,3,3,2,3,2,2,2,7,5,6,2,6,5,5,7,5,2,3,2,2,0,1,2,5,4,7,3,6,5,7,6,6,7,2,3,3,3,1,3,4,2,1,3,3,2,1,4,1,2,1,1,3,3,1,2,4,4,4,3,4,4,1,4,4,4,2,4,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M13I01,JZ,01.09.2022,2,28,1,3,0,2,1,0,0,,2,2,1,1,17,2,1,11,2,4,1,1,17,5,2,6,2,10,1,2,14,8,3,4,2,12,1,2,13,10,3,3,2,1,3,,2,M13I01_t1_ED.csv,M13I01_t1_nback.csv,M13I01_t1_randomchoice.csv,NASA TLX für level 2 had been filled out as level 1 accidentally,,,,,,,,,,,,,,,,,,,,,,,,
16_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M13I01,JZ,08.09.2022,2,M13I01.eeg,M13I01.vhdr,M13I01.vmrk,M13I01_t2_ER.csv,M13I01_t2_ED.csv,,2,1,Neutral pictures in the beginning,,,,,,,,,,
17_final,t1_questionnaires_arm_1,1,H06N04,2,1,-1,-1,1,2,2,1,-1,-2,1,-2,-1,0,-2,-2,2,2,2,4,1,1,1,3,4,2,2,4,1,1,1,1,2,3,4,1,3,2,4,4,3,4,1,4,2,1,2,3,2,5,2,2,3,5,2,4,1,2,4,4,4,4,2,2,2,2,3,2,3,4,2,2,3,2,5,7,3,2,2,2,3,5,6,3,2,1,1,1,0,1,2,6,5,2,2,7,4,2,3,5,7,2,4,2,3,2,2,2,2,2,1,2,3,4,2,1,2,4,2,2,2,3,2,4,4,3,4,4,1,2,3,4,4,2,1,5,3,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18_final,t1_questionnaires_arm_1,1,L12G06,2,1,0,0,-1,1,-1,-1,0,2,-1,-1,-1,-2,0,-1,1,2,4,2,2,3,1,2,2,4,3,3,2,2,1,2,2,1,1,1,1,2,1,1,2,1,2,2,1,3,2,4,2,5,3,4,2,2,4,2,3,4,2,4,2,2,2,3,3,3,4,2,3,2,3,1,3,2,5,4,5,2,3,5,5,3,5,5,2,4,4,4,4,3,2,6,5,4,5,6,5,5,4,5,5,2,4,2,2,1,2,4,2,2,1,3,2,2,2,1,3,2,3,3,3,2,2,3,3,4,2,2,2,3,3,2,2,2,4,3,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L12G06,JZ,31.08.2022,2,28,2,3,0,2,1,0,0,,2,6,2,3,18,3,3,1,2,16,2,4,9,12,8,3,2,19,2,7,3,19,13,8,2,20,2,11,1,20,18,14,2,1,3,,2,L12G06_t1_ED.csv,L12G06_t1_nback.csv,L12G06_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
18_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L12G06,Jz,07.09.2022,2,L12G06.eeg,L12G06.vhdr,L12G06.vmrk,L12G06_t2_ER.csv,L12G06_t2_ED.csv,,2,0,,1,,I felt like the strategy was easiest to implement.,1,The pictures got worse by the end.,0,,,,2
19_final,t1_questionnaires_arm_1,1,L06N11,2,2,2,1,-2,2,3,-1,0,-2,-2,-1,-2,1,0,-2,-2,2,2,2,1,2,2,3,2,3,2,4,2,3,3,2,3,1,1,2,2,3,1,1,2,1,1,3,3,2,1,2,2,2,3,2,2,3,3,5,4,1,5,2,4,2,2,2,2,3,4,3,2,3,3,3,2,2,5,5,6,2,4,5,4,3,5,3,2,3,4,3,4,2,2,4,5,6,5,6,5,7,4,5,6,2,3,3,2,3,1,2,3,2,1,3,2,1,3,3,2,2,2,1,3,2,2,2,3,3,2,2,2,2,3,3,2,2,3,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20_final,t1_questionnaires_arm_1,1,G02N10,2,1,0,0,1,1,-2,0,1,0,2,0,1,-2,-1,-2,1,2,3,2,1,2,2,3,3,4,2,3,2,3,3,2,3,1,1,2,2,3,2,3,3,2,1,3,2,2,3,4,2,4,4,4,2,2,4,4,3,4,3,4,3,2,2,3,2,3,3,4,2,3,2,2,3,2,6,4,6,2,4,4,6,5,6,5,2,4,4,4,4,3,2,7,5,5,6,6,6,5,4,5,5,2,4,2,2,1,2,4,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21_final,t1_questionnaires_arm_1,1,M27Y05,2,2,1,3,-3,3,1,-1,-1,-2,-1,-3,-2,2,1,-1,-1,2,4,2,3,1,1,3,4,3,2,4,1,4,4,2,4,1,2,2,2,4,4,2,1,2,4,2,2,1,3,4,2,4,4,4,3,4,3,4,3,4,3,5,3,3,2,4,3,3,4,3,2,2,3,2,4,2,6,3,6,2,3,2,5,6,2,6,2,2,3,2,3,4,2,5,6,5,7,5,7,4,5,7,7,2,3,2,2,1,2,4,2,3,2,3,2,1,3,1,2,1,3,3,3,1,2,4,4,3,2,2,2,3,1,1,2,2,4,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M27Y05,JZ,19.09.2022,2,20,2,3,0,2,1,0,0,,2,13,3,18,17,14,11,11,2,19,3,19,14,20,15,7,2,20,3,18,10,20,14,9,2,19,2,14,14,16,10,10,2,1,3,,2,M27Y05_t1_ED.csv,M27Y05_t1_nback.csv,M27Y05_t1_randomchoice.csv,No native German speaker,2,,,,,,,,,,,,,,,,,,,,,,,
21_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M27Y05,JZ,26.09.2022,2,M27Y05.eeg,M27Y05.vhdr,M27Y05.vmrk,M27Y05_t2_ER.csv,M27Y05_t2_ED.csv,Sent follow-up questionnaire via email a day later because the REDCap server was down.,2,0,,1,,I chose this strategy because I did not have to influence my reaction as much as I had to with the others.,0,,0,,,,2
22_final,t1_questionnaires_arm_1,1,D04B07,2,1,3,2,-3,3,0,-3,2,-2,-1,-2,-2,1,2,-2,-2,2,3,2,2,1,2,3,3,3,3,3,1,4,2,2,3,1,2,2,2,4,1,2,1,1,1,3,1,1,2,4,2,3,4,4,4,4,3,4,3,4,2,4,4,2,2,3,3,3,3,3,2,3,3,2,3,2,3,3,5,2,2,2,5,3,2,5,2,4,4,4,3,4,2,6,6,4,7,6,6,5,5,6,7,2,3,2,2,3,2,3,2,2,3,3,2,3,3,2,3,2,3,2,3,2,2,2,2,3,3,2,2,3,2,2,2,2,5,4,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_final,t1_questionnaires_arm_1,1,E17T12,2,3,-1,-2,-3,2,1,-1,0,-2,-3,-2,-3,-1,-1,-3,-3,2,2,1,2,2,1,2,3,3,3,1,1,3,4,1,2,2,2,1,2,3,2,2,4,2,3,2,3,1,2,1,2,3,3,3,2,5,2,2,1,3,2,4,3,1,2,3,3,3,4,2,3,4,2,1,2,2,5,2,6,2,5,5,5,7,5,7,2,1,1,2,3,4,2,7,7,6,3,6,6,4,3,7,6,2,1,2,3,2,2,2,1,2,1,3,3,1,3,1,4,3,3,3,2,1,2,2,1,3,2,1,3,3,1,2,1,2,2,4,2,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E17T12,JZ,19.09.2022,2,25,2,3,0,2,1,0,0,,2,7,2,1,8,3,2,1,2,9,4,2,18,8,6,2,2,,,,,,,,0,,,,,,,,0,,,,0,E17T12_t1_ED.csv,E17T12_t1_nback.csv,E17T12_t1_randomchoice.csv,Participant thought that the second 1-back block was 2-back. During 3-back,,,,,,,,,,,,,,,,,,,,,,,,
23_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E17T12,JZ,27.09.2022,2,E17T12.eeg,E17T12.vhdr,E17T12.vmrk,E17T12_t2_ER.csv,E17T12_t2_ED.csv,Sent follow-up questionnaire via email a day later because the REDCap server was down.,2,1,Emotions sometimes lasted longer than the pause until the next picture.,1,,Found it easiest and I can look at the pictures.,0,,0,,,,2
24_final,t1_questionnaires_arm_1,1,L07B10,2,2,3,2,-3,3,0,-2,-1,-3,-3,-3,-3,2,2,-3,-2,2,2,2,3,1,2,2,3,2,2,2,1,3,3,3,4,2,2,1,2,3,1,2,1,2,1,3,1,1,3,3,2,3,4,2,3,2,4,5,1,3,4,2,3,3,2,3,2,3,4,3,2,3,2,3,1,2,5,1,5,1,5,1,7,5,2,7,2,3,3,2,3,3,2,6,6,7,6,7,7,6,4,6,6,2,2,3,2,2,3,3,3,3,4,4,2,1,4,1,1,1,2,1,3,1,2,3,2,2,2,2,2,2,2,2,1,2,3,4,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L07B10,JZ,21.09.2022,2,20,2,3,0,2,1,0,0,,2,7,1,5,17,8,3,1,2,11,1,4,13,13,4,2,2,18,4,6,7,20,6,6,2,20,5,5,5,20,5,7,2,1,5,Appropriate reward for the relative effort of doing the task.,2,L07B10_t1_ED.csv,L07B10_t1_nback.csv,L07B10_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
24_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L07B10,JZ,28.09.2022,2,L07B10.eeg,L07B10.vhdr,L07B10.vmrk,L07B10_t2_ER.csv,L07B10_t2_ED.csv,,2,0,,1,,Was most pleasant during the part before.,0,,0,,,,2
25_final,t1_questionnaires_arm_1,1,D27A02,2,3,2,3,-3,2,-3,-2,-2,-3,-1,-2,-3,2,1,-1,-1,2,4,2,2,1,2,3,3,3,3,4,2,3,2,1,3,1,2,1,2,3,1,1,2,2,1,3,2,2,4,4,2,4,4,5,3,2,5,2,4,4,2,4,3,1,2,4,3,3,4,2,3,2,3,2,4,2,3,7,4,5,4,5,5,5,7,6,2,4,4,3,3,4,2,4,5,3,5,6,5,5,5,6,6,2,3,2,3,4,3,4,1,2,3,2,3,3,3,2,4,1,3,2,2,2,2,2,3,3,2,2,2,3,3,3,2,2,2,3,4,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D27A02,JZ,19.09.2022,2,21,2,3,0,2,1,0,0,,2,6,2,12,9,5,4,10,2,9,3,9,14,7,3,4,2,11,3,15,8,12,5,4,2,11,3,10,11,6,3,3,2,1,1,,2,D27A02_t1_ED.csv,D27A02_t1_nback.csv,D27A02_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
25_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D27A02,JZ,26.09.2022,2,D27A02.eeg,D27A02.vhdr,D27A02.vmrk,D27A02_t2_ER.csv,D27A02_t2_ED.csv,,2,1,My decisions during the pre and main round were very different,,,,,,,,,,
26_final,t1_questionnaires_arm_1,1,C05M05,2,-1,-1,0,1,2,1,1,1,2,3,1,0,-1,-1,2,3,2,3,4,3,2,4,4,2,1,3,1,1,3,2,4,2,2,4,3,4,2,1,3,1,2,3,3,4,1,3,2,2,2,2,4,4,5,2,4,3,4,2,5,4,4,2,4,4,4,2,4,3,2,3,2,2,2,6,3,6,2,3,2,6,5,6,3,2,4,4,4,3,5,2,5,7,5,4,6,7,5,2,6,5,2,1,1,1,4,4,4,1,2,3,3,2,2,4,3,2,1,4,4,4,2,2,2,3,3,2,1,2,3,2,2,1,2,3,5,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C05M05,JZ,20.09.2022,2,23,2,3,0,2,1,0,0,,2,12,4,4,13,13,10,8,2,17,7,3,11,13,14,11,2,19,16,3,5,17,14,19,2,20,19,7,5,19,19,20,2,1,4,,2,C05M05_t1_ED.csv,C05M05_t1_nback.csv,C05M05_t1_randomchoice.csv,Due to a technical error,,,,,,,,,,,,,,,,,,,,,,,,
26_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C05M05,JZ,27.09.2022,2,C05M05.eeg,C05M05.vhdr,C05M05.vmrk,C05M05_t2_ER.csv,C05M05_t2_ED.csv,,2,0,,1,,Not reacting as a challenge for me.,0,,0,,,,2
27_final,t1_questionnaires_arm_1,1,S13J09,2,-1,-2,1,-3,2,1,1,2,-3,-2,-2,-2,-1,-2,1,1,2,4,1,1,1,1,3,4,3,3,3,2,3,3,2,2,1,1,2,1,3,1,2,1,1,1,2,2,1,4,4,2,4,3,4,2,3,4,5,2,2,1,4,5,1,2,3,3,2,3,1,3,4,3,2,3,2,5,2,5,1,2,2,3,4,5,5,2,3,2,1,1,4,2,5,2,5,3,5,4,2,2,3,5,2,2,1,1,4,1,1,1,2,1,3,2,1,3,4,1,2,3,2,3,3,2,3,4,3,3,2,2,1,4,2,2,2,2,5,2,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28_final,t1_questionnaires_arm_1,1,C15T02,2,2,2,0,-2,1,-1,0,-1,0,-1,0,-1,1,1,0,2,2,2,3,3,2,2,1,2,3,3,3,3,2,1,3,3,4,3,2,2,3,1,2,3,1,1,2,1,2,3,4,2,4,3,2,4,4,3,3,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,2,3,2,4,6,4,3,3,6,4,4,6,4,2,3,3,2,1,2,2,7,7,6,6,5,6,6,6,7,5,2,2,2,2,3,2,3,2,1,4,3,2,2,2,1,4,2,3,3,2,1,2,3,3,3,4,4,4,2,2,2,3,2,5,1,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C15T02,JZ,06.10.2022,2,26,1,3,0,2,1,0,0,,2,8,2,2,19,13,13,13,2,15,2,5,18,14,7,7,2,18,2,12,13,17,6,6,2,18,2,14,15,18,12,11,2,1,3,,2,C15T02_t1_ED.csv,C15T02_t1_nback.csv,C15T02_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
28_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C15T02,CS,13.10.2022,2,C15T02.eeg,C15T02.vhdr,C15T02.vmrk,C15T02_t2_ER.csv,C15T02_t2_ED.csv,,2,0,,1,,Seemed to work best.,0,,0,,,,2
29_final,t1_questionnaires_arm_1,1,B19S05,2,1,0,1,-2,2,1,-2,-1,0,-1,-2,-1,1,-2,-3,-2,2,4,2,1,2,2,3,4,2,3,2,2,3,4,2,3,2,2,3,2,2,1,1,2,2,3,3,2,1,3,3,2,3,5,4,3,4,3,5,2,4,3,4,5,3,2,2,3,3,3,2,3,2,3,2,3,2,5,5,6,3,6,4,5,4,5,3,2,3,2,2,1,3,2,2,5,5,5,5,6,6,4,5,4,2,4,3,2,3,2,4,2,2,1,3,2,2,4,1,4,3,2,2,3,3,2,3,2,2,2,1,2,3,3,3,2,2,2,4,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
